LengdeVvekst;LengdeValder;vekstaar;vekstalder;alder_aar;ID;tilv_lengde;klima;loknr;moh;lpnr;dato;aar;periode;navn;alder;lengde;vekt;kjonn;moden;moden1;tilvekstalder;tilvekst;inst_vekst;CPUE;Temp_mai;Temp_juni;Temp_juli;nedbor_mai;nedbor_juni;nedbor_juli;tempratur;nedbor;NaoV;Column1;_1;_2;_3;_4;_5
76.21;112.19;2006;2;3;772;Tilvekst;3;16;488;34;16.09.2008;2008;1;Spunstjoenna;4;163;51;1;0;0;Tillvekst_2-3;35.99;1.089235451;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
112.19;10;2007;3;4;772;Tilvekst;3;16;488;34;16.09.2008;2008;1;Spunstjoenna;4;163;51;1;0;0;Tillvekst_3-4;38.1;0.487815789;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
341;10;2006;6;7;773;Tilvekst;3;16;488;35;16.09.2008;2008;1;Spunstjoenna;8;385;668.2;1;0;0;Tillvekst_6-7;24.75;0.394827074;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;71.5;2000;0;1;773;Tilvekst;3;16;488;35;16.09.2008;2008;1;Spunstjoenna;8;385;668.2;1;0;0;Tillvekst_0-1;71.5;1.854306042;5.035714;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
71.5;121;2001;1;2;773;Tilvekst;3;16;488;35;16.09.2008;2008;1;Spunstjoenna;8;385;668.2;1;0;0;Tillvekst_1-2;49.5;1.123215544;5.035714;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
121;198;2002;2;3;773;Tilvekst;3;16;488;35;16.09.2008;2008;1;Spunstjoenna;8;385;668.2;1;0;0;Tillvekst_2-3;77;1.102689323;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
198;247.5;2003;3;4;773;Tilvekst;3;16;488;35;16.09.2008;2008;1;Spunstjoenna;8;385;668.2;1;0;0;Tillvekst_3-4;49.5;1.042195969;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
247.5;310.75;2004;4;5;773;Tilvekst;3;16;488;35;16.09.2008;2008;1;Spunstjoenna;8;385;668.2;1;0;0;Tillvekst_4-5;63.25;1.041292178;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
310.75;341;2005;5;6;773;Tilvekst;3;16;488;35;16.09.2008;2008;1;Spunstjoenna;8;385;668.2;1;0;0;Tillvekst_5-6;30.25;1.016186431;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
10;32.57;2000;0;1;774;Tilvekst;3;16;488;36;16.09.2008;2008;1;Spunstjoenna;8;285;296;1;0;0;Tillvekst_0-1;32.57;1.512817759;5.035714;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
32.57;69.21;2001;1;2;774;Tilvekst;3;16;488;36;16.09.2008;2008;1;Spunstjoenna;8;285;296;1;0;0;Tillvekst_1-2;36.64;1.216385013;5.035714;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
69.21;99.75;2002;2;3;774;Tilvekst;3;16;488;36;16.09.2008;2008;1;Spunstjoenna;8;285;296;1;0;0;Tillvekst_2-3;30.54;1.086266027;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
99.75;136.39;2003;3;4;774;Tilvekst;3;16;488;36;16.09.2008;2008;1;Spunstjoenna;8;285;296;1;0;0;Tillvekst_3-4;36.64;1.067971758;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
136.39;181.18;2004;4;5;774;Tilvekst;3;16;488;36;16.09.2008;2008;1;Spunstjoenna;8;285;296;1;0;0;Tillvekst_4-5;44.79;1.057770627;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
181.18;203.57;2005;5;6;774;Tilvekst;3;16;488;36;16.09.2008;2008;1;Spunstjoenna;8;285;296;1;0;0;Tillvekst_5-6;22.39;1.022409677;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
238.18;10;2007;7;8;774;Tilvekst;3;16;488;36;16.09.2008;2008;1;Spunstjoenna;8;285;296;1;0;0;Tillvekst_7-8;28.5;0.420715122;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
203.57;238.18;2006;6;7;774;Tilvekst;3;16;488;36;16.09.2008;2008;1;Spunstjoenna;8;285;296;1;0;0;Tillvekst_6-7;34.61;1.029536582;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;68;2005;0;1;775;Tilvekst;3;16;488;37;16.09.2008;2008;1;Spunstjoenna;3;204;99.1;2;0;0;Tillvekst_0-1;68;1.832508913;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
68;119;2006;1;2;775;Tilvekst;3;16;488;37;16.09.2008;2008;1;Spunstjoenna;3;204;99.1;2;0;0;Tillvekst_1-2;51;1.132625848;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
119;10;2007;2;3;775;Tilvekst;3;16;488;37;16.09.2008;2008;1;Spunstjoenna;3;204;99.1;2;0;0;Tillvekst_2-3;38.86;0.48180071;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;36.29;2003;0;1;776;Tilvekst;3;16;488;38;16.09.2008;2008;1;Spunstjoenna;5;190;87.3;2;0;0;Tillvekst_0-1;36.29;1.559786968;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
36.29;64.04;2004;1;2;776;Tilvekst;3;16;488;38;16.09.2008;2008;1;Spunstjoenna;5;190;87.3;2;0;0;Tillvekst_1-2;27.75;1.158139772;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
64.04;98.2;2005;2;3;776;Tilvekst;3;16;488;38;16.09.2008;2008;1;Spunstjoenna;5;190;87.3;2;0;0;Tillvekst_2-3;34.16;1.102776179;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
98.2;138.76;2006;3;4;776;Tilvekst;3;16;488;38;16.09.2008;2008;1;Spunstjoenna;5;190;87.3;2;0;0;Tillvekst_3-4;40.56;1.075373695;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
138.76;10;2007;4;5;776;Tilvekst;3;16;488;38;16.09.2008;2008;1;Spunstjoenna;5;190;87.3;2;0;0;Tillvekst_4-5;29.89;0.466795812;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;35.77;2004;0;1;777;Tilvekst;3;16;488;39;16.09.2008;2008;1;Spunstjoenna;4;155;42.6;2;0;0;Tillvekst_0-1;35.77;1.55351894;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
35.77;76.31;2005;1;2;777;Tilvekst;3;16;488;39;16.09.2008;2008;1;Spunstjoenna;4;155;42.6;2;0;0;Tillvekst_1-2;40.54;1.21181751;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
76.31;116.85;2006;2;3;777;Tilvekst;3;16;488;39;16.09.2008;2008;1;Spunstjoenna;4;155;42.6;2;0;0;Tillvekst_2-3;40.54;1.098294426;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
116.85;10;2007;3;4;777;Tilvekst;3;16;488;39;16.09.2008;2008;1;Spunstjoenna;4;155;42.6;2;0;0;Tillvekst_3-4;31;0.483645827;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
221.59;10;2007;6;7;778;Tilvekst;3;16;488;40;16.09.2008;2008;1;Spunstjoenna;7;250;203;1;1;1;Tillvekst_6-7;20.83;0.42633921;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;47.35;2001;0;1;778;Tilvekst;3;16;488;40;16.09.2008;2008;1;Spunstjoenna;7;250;203;1;1;1;Tillvekst_0-1;47.35;1.675319983;5.035714;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
47.35;73.86;2002;1;2;778;Tilvekst;3;16;488;40;16.09.2008;2008;1;Spunstjoenna;7;250;203;1;1;1;Tillvekst_1-2;26.52;1.115255188;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
73.86;130.68;2003;2;3;778;Tilvekst;3;16;488;40;16.09.2008;2008;1;Spunstjoenna;7;250;203;1;1;1;Tillvekst_2-3;56.82;1.132626091;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
130.68;164.77;2004;3;4;778;Tilvekst;3;16;488;40;16.09.2008;2008;1;Spunstjoenna;7;250;203;1;1;1;Tillvekst_3-4;34.09;1.047570448;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
164.77;189.39;2005;4;5;778;Tilvekst;3;16;488;40;16.09.2008;2008;1;Spunstjoenna;7;250;203;1;1;1;Tillvekst_4-5;24.62;1.027281113;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
189.39;221.59;2006;5;6;778;Tilvekst;3;16;488;40;16.09.2008;2008;1;Spunstjoenna;7;250;203;1;1;1;Tillvekst_5-6;32.2;1.029943971;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;53.16;2003;0;1;779;Tilvekst;3;16;488;41;16.09.2008;2008;1;Spunstjoenna;5;202;104.4;1;0;0;Tillvekst_0-1;53.16;1.725584972;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
53.16;89.31;2004;1;2;779;Tilvekst;3;16;488;41;16.09.2008;2008;1;Spunstjoenna;5;202;104.4;1;0;0;Tillvekst_1-2;36.15;1.13057318;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
89.31;125.45;2005;2;3;779;Tilvekst;3;16;488;41;16.09.2008;2008;1;Spunstjoenna;5;202;104.4;1;0;0;Tillvekst_2-3;36.15;1.075642303;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
125.45;157.35;2006;3;4;779;Tilvekst;3;16;488;41;16.09.2008;2008;1;Spunstjoenna;5;202;104.4;1;0;0;Tillvekst_3-4;31.89;1.046889424;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
157.35;10;2007;4;5;779;Tilvekst;3;16;488;41;16.09.2008;2008;1;Spunstjoenna;5;202;104.4;1;0;0;Tillvekst_4-5;27.64;0.455193744;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;52.8;2003;0;1;780;Tilvekst;3;16;488;42;16.09.2008;2008;1;Spunstjoenna;5;240;169.6;1;0;0;Tillvekst_0-1;52.8;1.722633923;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
52.8;98.4;2004;1;2;780;Tilvekst;3;16;488;42;16.09.2008;2008;1;Spunstjoenna;5;240;169.6;1;0;0;Tillvekst_1-2;45.6;1.15694639;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
98.4;146.4;2005;2;3;780;Tilvekst;3;16;488;42;16.09.2008;2008;1;Spunstjoenna;5;240;169.6;1;0;0;Tillvekst_2-3;48;1.086576218;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
146.4;189.6;2006;3;4;780;Tilvekst;3;16;488;42;16.09.2008;2008;1;Spunstjoenna;5;240;169.6;1;0;0;Tillvekst_3-4;43.2;1.051856442;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
189.6;10;2007;4;5;780;Tilvekst;3;16;488;42;16.09.2008;2008;1;Spunstjoenna;5;240;169.6;1;0;0;Tillvekst_4-5;38.4;0.439012719;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;37.16;2002;0;1;781;Tilvekst;3;16;488;43;16.09.2008;2008;1;Spunstjoenna;6;275;265.4;2;1;1;Tillvekst_0-1;37.16;1.570075705;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
37.16;96.62;2003;1;2;781;Tilvekst;3;16;488;43;16.09.2008;2008;1;Spunstjoenna;6;275;265.4;2;1;1;Tillvekst_1-2;59.46;1.264312941;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
96.62;151.13;2004;2;3;781;Tilvekst;3;16;488;43;16.09.2008;2008;1;Spunstjoenna;6;275;265.4;2;1;1;Tillvekst_2-3;54.5;1.097872589;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
151.13;208.11;2005;3;4;781;Tilvekst;3;16;488;43;16.09.2008;2008;1;Spunstjoenna;6;275;265.4;2;1;1;Tillvekst_3-4;56.98;1.063753974;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
208.11;237.84;2006;4;5;781;Tilvekst;3;16;488;43;16.09.2008;2008;1;Spunstjoenna;6;275;265.4;2;1;1;Tillvekst_4-5;29.73;1.025014935;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
237.84;10;2007;5;6;781;Tilvekst;3;16;488;43;16.09.2008;2008;1;Spunstjoenna;6;275;265.4;2;1;1;Tillvekst_5-6;24.77;0.420824962;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
231.11;10;2007;6;7;782;Tilvekst;3;16;488;44;16.09.2008;2008;1;Spunstjoenna;7;260;223.2;1;1;1;Tillvekst_6-7;20;0.423044282;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;68.89;2001;0;1;782;Tilvekst;3;16;488;44;16.09.2008;2008;1;Spunstjoenna;7;260;223.2;1;1;1;Tillvekst_0-1;68.89;1.838156185;5.035714;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
68.89;117.78;2002;1;2;782;Tilvekst;3;16;488;44;16.09.2008;2008;1;Spunstjoenna;7;260;223.2;1;1;1;Tillvekst_1-2;48.89;1.126711412;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
117.78;146.67;2003;2;3;782;Tilvekst;3;16;488;44;16.09.2008;2008;1;Spunstjoenna;7;260;223.2;1;1;1;Tillvekst_2-3;28.89;1.046000218;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
146.67;173.33;2004;3;4;782;Tilvekst;3;16;488;44;16.09.2008;2008;1;Spunstjoenna;7;260;223.2;1;1;1;Tillvekst_3-4;26.67;1.033481541;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
173.33;206.67;2005;4;5;782;Tilvekst;3;16;488;44;16.09.2008;2008;1;Spunstjoenna;7;260;223.2;1;1;1;Tillvekst_4-5;33.33;1.034125954;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
206.67;231.11;2006;5;6;782;Tilvekst;3;16;488;44;16.09.2008;2008;1;Spunstjoenna;7;260;223.2;1;1;1;Tillvekst_5-6;24.44;1.020965651;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;67.33;2003;0;1;783;Tilvekst;3;16;488;45;16.09.2008;2008;1;Spunstjoenna;5;237;164.7;2;1;1;Tillvekst_0-1;67.33;1.828208614;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
67.33;110.42;2004;1;2;783;Tilvekst;3;16;488;45;16.09.2008;2008;1;Spunstjoenna;5;237;164.7;2;1;1;Tillvekst_1-2;43.09;1.117513465;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
110.42;156.2;2005;2;3;783;Tilvekst;3;16;488;45;16.09.2008;2008;1;Spunstjoenna;5;237;164.7;2;1;1;Tillvekst_2-3;45.78;1.073729695;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
156.2;196.6;2006;3;4;783;Tilvekst;3;16;488;45;16.09.2008;2008;1;Spunstjoenna;5;237;164.7;2;1;1;Tillvekst_3-4;40.4;1.045541026;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
196.6;10;2007;4;5;783;Tilvekst;3;16;488;45;16.09.2008;2008;1;Spunstjoenna;5;237;164.7;2;1;1;Tillvekst_4-5;29.63;0.435998948;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;48.11;2003;0;1;784;Tilvekst;3;16;488;46;16.09.2008;2008;1;Spunstjoenna;5;238;163;1;1;1;Tillvekst_0-1;48.11;1.682235357;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
48.11;108.87;2004;1;2;784;Tilvekst;3;16;488;46;16.09.2008;2008;1;Spunstjoenna;5;238;163;1;1;1;Tillvekst_1-2;60.77;1.210834272;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
108.87;164.57;2005;2;3;784;Tilvekst;3;16;488;46;16.09.2008;2008;1;Spunstjoenna;5;238;163;1;1;1;Tillvekst_2-3;55.7;1.088095499;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
164.57;200.02;2006;3;4;784;Tilvekst;3;16;488;46;16.09.2008;2008;1;Spunstjoenna;5;238;163;1;1;1;Tillvekst_3-4;35.45;1.038226241;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
200.02;10;2007;4;5;784;Tilvekst;3;16;488;46;16.09.2008;2008;1;Spunstjoenna;5;238;163;1;1;1;Tillvekst_4-5;27.85;0.434579788;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;58.69;2002;0;1;785;Tilvekst;3;16;488;47;16.09.2008;2008;1;Spunstjoenna;6;228;162.8;2;1;1;Tillvekst_0-1;58.69;1.76856411;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
58.69;97.07;2003;1;2;785;Tilvekst;3;16;488;47;16.09.2008;2008;1;Spunstjoenna;6;228;162.8;2;1;1;Tillvekst_1-2;38.38;1.123558382;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
97.07;133.19;2004;2;3;785;Tilvekst;3;16;488;47;16.09.2008;2008;1;Spunstjoenna;6;228;162.8;2;1;1;Tillvekst_2-3;36.12;1.069139764;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
133.19;164.79;2005;3;4;785;Tilvekst;3;16;488;47;16.09.2008;2008;1;Spunstjoenna;6;228;162.8;2;1;1;Tillvekst_3-4;31.6;1.04352105;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
164.79;194.14;2006;4;5;785;Tilvekst;3;16;488;47;16.09.2008;2008;1;Spunstjoenna;6;228;162.8;2;1;1;Tillvekst_4-5;29.35;1.032109333;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
194.14;10;2007;5;6;785;Tilvekst;3;16;488;47;16.09.2008;2008;1;Spunstjoenna;6;228;162.8;2;1;1;Tillvekst_5-6;22.57;0.437040966;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;34.63;2003;0;1;786;Tilvekst;3;16;488;48;16.09.2008;2008;1;Spunstjoenna;5;220;126.4;1;0;0;Tillvekst_0-1;34.63;1.539452492;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
34.63;79.44;2004;1;2;786;Tilvekst;3;16;488;48;16.09.2008;2008;1;Spunstjoenna;5;220;126.4;1;0;0;Tillvekst_1-2;44.81;1.234230511;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
79.44;120.19;2005;2;3;786;Tilvekst;3;16;488;48;16.09.2008;2008;1;Spunstjoenna;5;220;126.4;1;0;0;Tillvekst_2-3;40.74;1.09464494;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
120.19;179.26;2006;3;4;786;Tilvekst;3;16;488;48;16.09.2008;2008;1;Spunstjoenna;5;220;126.4;1;0;0;Tillvekst_3-4;59.07;1.083474061;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
179.26;10;2007;4;5;786;Tilvekst;3;16;488;48;16.09.2008;2008;1;Spunstjoenna;5;220;126.4;1;0;0;Tillvekst_4-5;32.59;0.443757431;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;70.48;2004;0;1;787;Tilvekst;3;16;488;50;16.09.2008;2008;1;Spunstjoenna;4;195;93.9;2;1;1;Tillvekst_0-1;70.48;1.848065895;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
70.48;131.57;2005;1;2;787;Tilvekst;3;16;488;50;16.09.2008;2008;1;Spunstjoenna;4;195;93.9;2;1;1;Tillvekst_1-2;61.08;1.146689022;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
131.57;169.16;2006;2;3;787;Tilvekst;3;16;488;50;16.09.2008;2008;1;Spunstjoenna;4;195;93.9;2;1;1;Tillvekst_2-3;37.59;1.051501993;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
169.16;10;2007;3;4;787;Tilvekst;3;16;488;50;16.09.2008;2008;1;Spunstjoenna;4;195;93.9;2;1;1;Tillvekst_3-4;14.1;0.448773075;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;46;2003;0;1;788;Tilvekst;3;16;488;51;16.09.2008;2008;1;Spunstjoenna;5;230;151;2;0;0;Tillvekst_0-1;46;1.662757832;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
46;96.38;2004;1;2;788;Tilvekst;3;16;488;51;16.09.2008;2008;1;Spunstjoenna;5;230;151;2;0;0;Tillvekst_1-2;50.38;1.193190544;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
96.38;138;2005;2;3;788;Tilvekst;3;16;488;51;16.09.2008;2008;1;Spunstjoenna;5;230;151;2;0;0;Tillvekst_2-3;41.62;1.078575198;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
138;181.81;2006;3;4;788;Tilvekst;3;16;488;51;16.09.2008;2008;1;Spunstjoenna;5;230;151;2;0;0;Tillvekst_3-4;43.81;1.055955816;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
181.81;10;2007;4;5;788;Tilvekst;3;16;488;51;16.09.2008;2008;1;Spunstjoenna;5;230;151;2;0;0;Tillvekst_4-5;32.86;0.442552725;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
285.09;10;2007;6;7;789;Tilvekst;3;16;488;52;16.09.2008;2008;1;Spunstjoenna;7;308;331.4;1;1;1;Tillvekst_6-7;17.82;0.407334965;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;61.09;2001;0;1;789;Tilvekst;3;16;488;52;16.09.2008;2008;1;Spunstjoenna;7;308;331.4;1;1;1;Tillvekst_0-1;61.09;1.785970125;5.035714;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
61.09;124.73;2002;1;2;789;Tilvekst;3;16;488;52;16.09.2008;2008;1;Spunstjoenna;7;308;331.4;1;1;1;Tillvekst_1-2;63.64;1.173575578;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
124.73;160.36;2003;2;3;789;Tilvekst;3;16;488;52;16.09.2008;2008;1;Spunstjoenna;7;308;331.4;1;1;1;Tillvekst_2-3;35.64;1.052064236;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
160.36;206.18;2004;3;4;789;Tilvekst;3;16;488;52;16.09.2008;2008;1;Spunstjoenna;7;308;331.4;1;1;1;Tillvekst_3-4;45.82;1.049499199;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
206.18;267.27;2005;4;5;789;Tilvekst;3;16;488;52;16.09.2008;2008;1;Spunstjoenna;7;308;331.4;1;1;1;Tillvekst_4-5;61.09;1.048699945;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;1;668;Storvatnet;60
267.27;285.09;2006;5;6;789;Tilvekst;3;16;488;52;16.09.2008;2008;1;Spunstjoenna;7;308;331.4;1;1;1;Tillvekst_5-6;17.82;1.011550204;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;2;36868;Melvatnet;36
10;37.92;2002;0;1;790;Tilvekst;3;16;488;53;16.09.2008;2008;1;Spunstjoenna;6;261;220;1;1;1;Tillvekst_0-1;37.92;1.578868329;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;3;36878;Søvatnet;45
37.92;84.77;2003;1;2;790;Tilvekst;3;16;488;53;16.09.2008;2008;1;Spunstjoenna;6;261;220;1;1;1;Tillvekst_1-2;46.85;1.221281185;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;4;36911;Valavatnet;38
